Country Code;Año;Valor;Indicator Code
ABW;1995;0.0;TX.VAL.TECH.CD
ABW;1996;0.0;TX.VAL.TECH.CD
ABW;1997;0.0;TX.VAL.TECH.CD
ABW;1998;0.0;TX.VAL.TECH.CD
ABW;1999;0.0;TX.VAL.TECH.CD
ABW;2000;0.0;TX.VAL.TECH.CD
ABW;2001;0.0;TX.VAL.TECH.CD
ABW;2002;0.0;TX.VAL.TECH.CD
ABW;2003;0.0;TX.VAL.TECH.CD
ABW;2004;0.0;TX.VAL.TECH.CD
ABW;2005;0.0;TX.VAL.TECH.CD
ABW;2006;0.0;TX.VAL.TECH.CD
ABW;2007;0.0;TX.VAL.TECH.CD
ABW;2008;0.0;TX.VAL.TECH.CD
ABW;2009;1082577.0;TX.VAL.TECH.CD
ABW;2010;703388.0;TX.VAL.TECH.CD
ABW;2011;1269221.0;TX.VAL.TECH.CD
ABW;2012;3656986.0;TX.VAL.TECH.CD
ABW;2013;1702027.0;TX.VAL.TECH.CD
ABW;2014;2236381.0;TX.VAL.TECH.CD
ABW;2015;1265878.0;TX.VAL.TECH.CD
ABW;2016;1255852.0;TX.VAL.TECH.CD
ABW;2017;2004844.0;TX.VAL.TECH.CD
ABW;2018;2562889.0;TX.VAL.TECH.CD
ABW;2019;1655574.0;TX.VAL.TECH.CD
ABW;2020;1788242.0;TX.VAL.TECH.CD
ABW;2021;1171447.0;TX.VAL.TECH.CD
ABW;1990;0.0;SP.POP.TECH.RD.P6
ABW;1991;0.0;SP.POP.TECH.RD.P6
ABW;1992;0.0;SP.POP.TECH.RD.P6
ABW;1993;0.0;SP.POP.TECH.RD.P6
ABW;1994;0.0;SP.POP.TECH.RD.P6
ABW;1995;0.0;SP.POP.TECH.RD.P6
ABW;1996;0.0;SP.POP.TECH.RD.P6
ABW;1997;0.0;SP.POP.TECH.RD.P6
ABW;1998;0.0;SP.POP.TECH.RD.P6
ABW;1999;0.0;SP.POP.TECH.RD.P6
ABW;2000;0.0;SP.POP.TECH.RD.P6
ABW;2001;0.0;SP.POP.TECH.RD.P6
ABW;2002;0.0;SP.POP.TECH.RD.P6
ABW;2003;0.0;SP.POP.TECH.RD.P6
ABW;2004;0.0;SP.POP.TECH.RD.P6
ABW;2005;0.0;SP.POP.TECH.RD.P6
ABW;2006;0.0;SP.POP.TECH.RD.P6
ABW;2007;0.0;SP.POP.TECH.RD.P6
ABW;2008;0.0;SP.POP.TECH.RD.P6
ABW;2009;0.0;SP.POP.TECH.RD.P6
ABW;2010;0.0;SP.POP.TECH.RD.P6
ABW;2011;0.0;SP.POP.TECH.RD.P6
ABW;2012;0.0;SP.POP.TECH.RD.P6
ABW;2013;0.0;SP.POP.TECH.RD.P6
ABW;2014;0.0;SP.POP.TECH.RD.P6
ABW;2015;0.0;SP.POP.TECH.RD.P6
ABW;2016;0.0;SP.POP.TECH.RD.P6
ABW;2017;0.0;SP.POP.TECH.RD.P6
ABW;2018;0.0;SP.POP.TECH.RD.P6
ABW;2019;0.0;SP.POP.TECH.RD.P6
ABW;2020;0.0;SP.POP.TECH.RD.P6
ABW;2021;0.0;SP.POP.TECH.RD.P6
ABW;1990;0.0;SP.POP.SCIE.RD.P6
ABW;1991;0.0;SP.POP.SCIE.RD.P6
ABW;1992;0.0;SP.POP.SCIE.RD.P6
ABW;1993;0.0;SP.POP.SCIE.RD.P6
ABW;1994;0.0;SP.POP.SCIE.RD.P6
ABW;1995;0.0;SP.POP.SCIE.RD.P6
ABW;1996;0.0;SP.POP.SCIE.RD.P6
ABW;1997;0.0;SP.POP.SCIE.RD.P6
ABW;1998;0.0;SP.POP.SCIE.RD.P6
ABW;1999;0.0;SP.POP.SCIE.RD.P6
ABW;2000;0.0;SP.POP.SCIE.RD.P6
ABW;2001;0.0;SP.POP.SCIE.RD.P6
ABW;2002;0.0;SP.POP.SCIE.RD.P6
ABW;2003;0.0;SP.POP.SCIE.RD.P6
ABW;2004;0.0;SP.POP.SCIE.RD.P6
ABW;2005;0.0;SP.POP.SCIE.RD.P6
ABW;2006;0.0;SP.POP.SCIE.RD.P6
ABW;2007;0.0;SP.POP.SCIE.RD.P6
ABW;2008;0.0;SP.POP.SCIE.RD.P6
ABW;2009;0.0;SP.POP.SCIE.RD.P6
ABW;2010;0.0;SP.POP.SCIE.RD.P6
ABW;2011;0.0;SP.POP.SCIE.RD.P6
ABW;2012;0.0;SP.POP.SCIE.RD.P6
ABW;2013;0.0;SP.POP.SCIE.RD.P6
ABW;2014;0.0;SP.POP.SCIE.RD.P6
ABW;2015;0.0;SP.POP.SCIE.RD.P6
ABW;2016;0.0;SP.POP.SCIE.RD.P6
ABW;2017;0.0;SP.POP.SCIE.RD.P6
ABW;2018;0.0;SP.POP.SCIE.RD.P6
ABW;2019;0.0;SP.POP.SCIE.RD.P6
ABW;2020;0.0;SP.POP.SCIE.RD.P6
ABW;2021;0.0;SP.POP.SCIE.RD.P6
ABW;1990;0.0;IP.PAT.RESD
ABW;1991;0.0;IP.PAT.RESD
ABW;1992;0.0;IP.PAT.RESD
ABW;1993;0.0;IP.PAT.RESD
ABW;1994;0.0;IP.PAT.RESD
ABW;1995;0.0;IP.PAT.RESD
ABW;1996;0.0;IP.PAT.RESD
ABW;1997;0.0;IP.PAT.RESD
ABW;1998;0.0;IP.PAT.RESD
ABW;1999;0.0;IP.PAT.RESD
ABW;2000;0.0;IP.PAT.RESD
ABW;2001;0.0;IP.PAT.RESD
ABW;2002;1.0;IP.PAT.RESD
ABW;2003;0.0;IP.PAT.RESD
ABW;2004;0.0;IP.PAT.RESD
ABW;2005;0.0;IP.PAT.RESD
ABW;2006;0.0;IP.PAT.RESD
ABW;2007;0.0;IP.PAT.RESD
ABW;2008;0.0;IP.PAT.RESD
ABW;2009;0.0;IP.PAT.RESD
ABW;2010;0.0;IP.PAT.RESD
ABW;2011;0.0;IP.PAT.RESD
ABW;2012;0.0;IP.PAT.RESD
ABW;2013;0.0;IP.PAT.RESD
ABW;2014;0.0;IP.PAT.RESD
ABW;2015;0.0;IP.PAT.RESD
ABW;2016;0.0;IP.PAT.RESD
ABW;2017;0.0;IP.PAT.RESD
ABW;2018;0.0;IP.PAT.RESD
ABW;2019;0.0;IP.PAT.RESD
ABW;2020;0.0;IP.PAT.RESD
ABW;2021;0.0;IP.PAT.RESD
ABW;1990;0.0;IP.PAT.NRES
ABW;1991;0.0;IP.PAT.NRES
ABW;1992;0.0;IP.PAT.NRES
ABW;1993;0.0;IP.PAT.NRES
ABW;1994;0.0;IP.PAT.NRES
ABW;1995;0.0;IP.PAT.NRES
ABW;1996;0.0;IP.PAT.NRES
ABW;1997;0.0;IP.PAT.NRES
ABW;1998;0.0;IP.PAT.NRES
ABW;1999;0.0;IP.PAT.NRES
ABW;2000;0.0;IP.PAT.NRES
ABW;2001;0.0;IP.PAT.NRES
ABW;2002;0.0;IP.PAT.NRES
ABW;2003;0.0;IP.PAT.NRES
ABW;2004;0.0;IP.PAT.NRES
ABW;2005;0.0;IP.PAT.NRES
ABW;2006;0.0;IP.PAT.NRES
ABW;2007;0.0;IP.PAT.NRES
ABW;2008;0.0;IP.PAT.NRES
ABW;2009;0.0;IP.PAT.NRES
ABW;2010;0.0;IP.PAT.NRES
ABW;2011;0.0;IP.PAT.NRES
ABW;2012;0.0;IP.PAT.NRES
ABW;2013;0.0;IP.PAT.NRES
ABW;2014;0.0;IP.PAT.NRES
ABW;2015;0.0;IP.PAT.NRES
ABW;2016;0.0;IP.PAT.NRES
ABW;2017;0.0;IP.PAT.NRES
ABW;2018;0.0;IP.PAT.NRES
ABW;2019;0.0;IP.PAT.NRES
ABW;2020;0.0;IP.PAT.NRES
ABW;2021;0.0;IP.PAT.NRES
ABW;1990;0.0;IP.JRN.ARTC.SC
ABW;1991;0.0;IP.JRN.ARTC.SC
ABW;1992;0.0;IP.JRN.ARTC.SC
ABW;1993;0.0;IP.JRN.ARTC.SC
ABW;1994;0.0;IP.JRN.ARTC.SC
ABW;1995;0.0;IP.JRN.ARTC.SC
ABW;1996;0.0;IP.JRN.ARTC.SC
ABW;1997;0.0;IP.JRN.ARTC.SC
ABW;1998;0.0;IP.JRN.ARTC.SC
ABW;1999;0.0;IP.JRN.ARTC.SC
ABW;2000;0.0;IP.JRN.ARTC.SC
ABW;2001;0.0;IP.JRN.ARTC.SC
ABW;2002;0.0;IP.JRN.ARTC.SC
ABW;2003;0.0;IP.JRN.ARTC.SC
ABW;2004;0.0;IP.JRN.ARTC.SC
ABW;2005;0.0;IP.JRN.ARTC.SC
ABW;2006;0.0;IP.JRN.ARTC.SC
ABW;2007;0.0;IP.JRN.ARTC.SC
ABW;2008;0.0;IP.JRN.ARTC.SC
ABW;2009;0.0;IP.JRN.ARTC.SC
ABW;2010;0.0;IP.JRN.ARTC.SC
ABW;2011;0.0;IP.JRN.ARTC.SC
ABW;2012;0.0;IP.JRN.ARTC.SC
ABW;2013;0.0;IP.JRN.ARTC.SC
ABW;2014;0.0;IP.JRN.ARTC.SC
ABW;2015;0.0;IP.JRN.ARTC.SC
ABW;2016;0.0;IP.JRN.ARTC.SC
ABW;2017;0.0;IP.JRN.ARTC.SC
ABW;2018;0.0;IP.JRN.ARTC.SC
ABW;2019;0.0;IP.JRN.ARTC.SC
ABW;2020;0.0;IP.JRN.ARTC.SC
ABW;2021;0.0;IP.JRN.ARTC.SC
ABW;1990;0.0;GB.XPD.RSDV.GD.ZS
ABW;1991;0.0;GB.XPD.RSDV.GD.ZS
ABW;1992;0.0;GB.XPD.RSDV.GD.ZS
ABW;1993;0.0;GB.XPD.RSDV.GD.ZS
ABW;1994;0.0;GB.XPD.RSDV.GD.ZS
ABW;1995;0.0;GB.XPD.RSDV.GD.ZS
ABW;1996;0.0;GB.XPD.RSDV.GD.ZS
ABW;1997;0.0;GB.XPD.RSDV.GD.ZS
ABW;1998;0.0;GB.XPD.RSDV.GD.ZS
ABW;1999;0.0;GB.XPD.RSDV.GD.ZS
ABW;2000;0.0;GB.XPD.RSDV.GD.ZS
ABW;2001;0.0;GB.XPD.RSDV.GD.ZS
ABW;2002;0.0;GB.XPD.RSDV.GD.ZS
ABW;2003;0.0;GB.XPD.RSDV.GD.ZS
ABW;2004;0.0;GB.XPD.RSDV.GD.ZS
ABW;2005;0.0;GB.XPD.RSDV.GD.ZS
ABW;2006;0.0;GB.XPD.RSDV.GD.ZS
ABW;2007;0.0;GB.XPD.RSDV.GD.ZS
ABW;2008;0.0;GB.XPD.RSDV.GD.ZS
ABW;2009;0.0;GB.XPD.RSDV.GD.ZS
ABW;2010;0.0;GB.XPD.RSDV.GD.ZS
ABW;2011;0.0;GB.XPD.RSDV.GD.ZS
ABW;2012;0.0;GB.XPD.RSDV.GD.ZS
ABW;2013;0.0;GB.XPD.RSDV.GD.ZS
ABW;2014;0.0;GB.XPD.RSDV.GD.ZS
ABW;2015;0.0;GB.XPD.RSDV.GD.ZS
ABW;2016;0.0;GB.XPD.RSDV.GD.ZS
ABW;2017;0.0;GB.XPD.RSDV.GD.ZS
ABW;2018;0.0;GB.XPD.RSDV.GD.ZS
ABW;2019;0.0;GB.XPD.RSDV.GD.ZS
ABW;2020;0.0;GB.XPD.RSDV.GD.ZS
ABW;2021;0.0;GB.XPD.RSDV.GD.ZS
ABW;1990;0.0;BX.GSR.ROYL.CD
ABW;1991;0.0;BX.GSR.ROYL.CD
ABW;1992;0.0;BX.GSR.ROYL.CD
ABW;1993;0.0;BX.GSR.ROYL.CD
ABW;1994;0.0;BX.GSR.ROYL.CD
ABW;1995;0.0;BX.GSR.ROYL.CD
ABW;1996;0.0;BX.GSR.ROYL.CD
ABW;1997;0.0;BX.GSR.ROYL.CD
ABW;1998;0.0;BX.GSR.ROYL.CD
ABW;1999;0.0;BX.GSR.ROYL.CD
ABW;2000;0.0;BX.GSR.ROYL.CD
ABW;2001;0.0;BX.GSR.ROYL.CD
ABW;2002;0.0;BX.GSR.ROYL.CD
ABW;2003;156424.581005587;BX.GSR.ROYL.CD
ABW;2004;0.0;BX.GSR.ROYL.CD
ABW;2005;29713.2392925923;BX.GSR.ROYL.CD
ABW;2006;71831.445994457;BX.GSR.ROYL.CD
ABW;2007;55865.9217877095;BX.GSR.ROYL.CD
ABW;2008;55865.9217877095;BX.GSR.ROYL.CD
ABW;2009;0.0;BX.GSR.ROYL.CD
ABW;2010;0.0;BX.GSR.ROYL.CD
ABW;2011;0.0;BX.GSR.ROYL.CD
ABW;2012;0.0;BX.GSR.ROYL.CD
ABW;2013;0.0;BX.GSR.ROYL.CD
ABW;2014;0.0;BX.GSR.ROYL.CD
ABW;2015;0.0;BX.GSR.ROYL.CD
ABW;2016;0.0;BX.GSR.ROYL.CD
ABW;2017;0.0;BX.GSR.ROYL.CD
ABW;2018;932986.795265326;BX.GSR.ROYL.CD
ABW;2019;1750298.46454458;BX.GSR.ROYL.CD
ABW;2020;153605.366917103;BX.GSR.ROYL.CD
ABW;2021;700088.484163462;BX.GSR.ROYL.CD
ABW;1990;0.0;BM.GSR.ROYL.CD
ABW;1991;0.0;BM.GSR.ROYL.CD
ABW;1992;0.0;BM.GSR.ROYL.CD
ABW;1993;0.0;BM.GSR.ROYL.CD
ABW;1994;0.0;BM.GSR.ROYL.CD
ABW;1995;0.0;BM.GSR.ROYL.CD
ABW;1996;0.0;BM.GSR.ROYL.CD
ABW;1997;0.0;BM.GSR.ROYL.CD
ABW;1998;0.0;BM.GSR.ROYL.CD
ABW;1999;480446.927374302;BM.GSR.ROYL.CD
ABW;2000;458100.558659218;BM.GSR.ROYL.CD
ABW;2001;1564245.81005587;BM.GSR.ROYL.CD
ABW;2002;3391061.45251397;BM.GSR.ROYL.CD
ABW;2003;4217877.09497207;BM.GSR.ROYL.CD
ABW;2004;4547486.03351955;BM.GSR.ROYL.CD
ABW;2005;6771959.27880357;BM.GSR.ROYL.CD
ABW;2006;10347511.9994435;BM.GSR.ROYL.CD
ABW;2007;9832402.23463687;BM.GSR.ROYL.CD
ABW;2008;11955307.2625698;BM.GSR.ROYL.CD
ABW;2009;13184357.5418994;BM.GSR.ROYL.CD
ABW;2010;14748603.3519553;BM.GSR.ROYL.CD
ABW;2011;10558659.2178771;BM.GSR.ROYL.CD
ABW;2012;9720670.39106145;BM.GSR.ROYL.CD
ABW;2013;8645172.62569832;BM.GSR.ROYL.CD
ABW;2014;10903194.972067;BM.GSR.ROYL.CD
ABW;2015;13810224.5810056;BM.GSR.ROYL.CD
ABW;2016;0.0;BM.GSR.ROYL.CD
ABW;2017;0.0;BM.GSR.ROYL.CD
ABW;2018;16533453.287263;BM.GSR.ROYL.CD
ABW;2019;16848539.3339724;BM.GSR.ROYL.CD
ABW;2020;10210598.3145219;BM.GSR.ROYL.CD
ABW;2021;12319999.116496;BM.GSR.ROYL.CD
AFE;1990;0.0;TX.VAL.TECH.MF.ZS
AFE;1991;0.0;TX.VAL.TECH.MF.ZS
AFE;1992;0.0;TX.VAL.TECH.MF.ZS
AFE;1993;0.0;TX.VAL.TECH.MF.ZS
AFE;1994;0.0;TX.VAL.TECH.MF.ZS
AFE;1995;0.0;TX.VAL.TECH.MF.ZS
AFE;1996;0.0;TX.VAL.TECH.MF.ZS
AFE;1997;0.0;TX.VAL.TECH.MF.ZS
AFE;1998;0.0;TX.VAL.TECH.MF.ZS
AFE;1999;0.0;TX.VAL.TECH.MF.ZS
AFE;2000;0.0;TX.VAL.TECH.MF.ZS
AFE;2001;0.0;TX.VAL.TECH.MF.ZS
AFE;2002;0.0;TX.VAL.TECH.MF.ZS
AFE;2003;0.0;TX.VAL.TECH.MF.ZS
AFE;2004;0.0;TX.VAL.TECH.MF.ZS
AFE;2005;0.0;TX.VAL.TECH.MF.ZS
AFE;2006;0.0;TX.VAL.TECH.MF.ZS
AFE;2007;0.0;TX.VAL.TECH.MF.ZS
AFE;2008;0.0;TX.VAL.TECH.MF.ZS
AFE;2009;4.57984857751344;TX.VAL.TECH.MF.ZS
AFE;2010;4.77044168591511;TX.VAL.TECH.MF.ZS
AFE;2011;0.0;TX.VAL.TECH.MF.ZS
AFE;2012;0.0;TX.VAL.TECH.MF.ZS
AFE;2013;5.23544505052349;TX.VAL.TECH.MF.ZS
AFE;2014;0.0;TX.VAL.TECH.MF.ZS
AFE;2015;6.51705526237608;TX.VAL.TECH.MF.ZS
AFE;2016;6.44263014936285;TX.VAL.TECH.MF.ZS
AFE;2017;6.16377018887807;TX.VAL.TECH.MF.ZS
AFE;2018;4.28661168078416;TX.VAL.TECH.MF.ZS
AFE;2019;6.91918614027457;TX.VAL.TECH.MF.ZS
AFE;2020;4.41299003996808;TX.VAL.TECH.MF.ZS
AFE;2021;0.0;TX.VAL.TECH.MF.ZS
AFE;1990;0.0;TX.VAL.TECH.CD
AFE;1991;0.0;TX.VAL.TECH.CD
AFE;1992;0.0;TX.VAL.TECH.CD
AFE;1993;0.0;TX.VAL.TECH.CD
AFE;1994;0.0;TX.VAL.TECH.CD
AFE;1995;0.0;TX.VAL.TECH.CD
AFE;1996;0.0;TX.VAL.TECH.CD
AFE;1997;0.0;TX.VAL.TECH.CD
AFE;1998;0.0;TX.VAL.TECH.CD
AFE;1999;0.0;TX.VAL.TECH.CD
AFE;2000;0.0;TX.VAL.TECH.CD
AFE;2001;0.0;TX.VAL.TECH.CD
AFE;2002;0.0;TX.VAL.TECH.CD
AFE;2003;0.0;TX.VAL.TECH.CD
AFE;2004;0.0;TX.VAL.TECH.CD
AFE;2005;0.0;TX.VAL.TECH.CD
AFE;2006;0.0;TX.VAL.TECH.CD
AFE;2007;0.0;TX.VAL.TECH.CD
AFE;2008;0.0;TX.VAL.TECH.CD
AFE;2009;0.0;TX.VAL.TECH.CD
AFE;2010;0.0;TX.VAL.TECH.CD
AFE;2011;0.0;TX.VAL.TECH.CD
AFE;2012;0.0;TX.VAL.TECH.CD
AFE;2013;2996726465.0;TX.VAL.TECH.CD
AFE;2014;3105385434.0;TX.VAL.TECH.CD
AFE;2015;3261509702.0;TX.VAL.TECH.CD
AFE;2016;3058025674.0;TX.VAL.TECH.CD
AFE;2017;2600999166.0;TX.VAL.TECH.CD
AFE;2018;2624922469.0;TX.VAL.TECH.CD
AFE;2019;2217336335.0;TX.VAL.TECH.CD
AFE;2020;2090623477.0;TX.VAL.TECH.CD
AFE;2021;0.0;TX.VAL.TECH.CD
AFE;1990;0.0;SP.POP.TECH.RD.P6
AFE;1991;0.0;SP.POP.TECH.RD.P6
AFE;1992;0.0;SP.POP.TECH.RD.P6
AFE;1993;0.0;SP.POP.TECH.RD.P6
AFE;1994;0.0;SP.POP.TECH.RD.P6
AFE;1995;0.0;SP.POP.TECH.RD.P6
AFE;1996;0.0;SP.POP.TECH.RD.P6
AFE;1997;0.0;SP.POP.TECH.RD.P6
AFE;1998;0.0;SP.POP.TECH.RD.P6
AFE;1999;0.0;SP.POP.TECH.RD.P6
AFE;2000;0.0;SP.POP.TECH.RD.P6
AFE;2001;0.0;SP.POP.TECH.RD.P6
AFE;2002;0.0;SP.POP.TECH.RD.P6
AFE;2003;0.0;SP.POP.TECH.RD.P6
AFE;2004;0.0;SP.POP.TECH.RD.P6
AFE;2005;0.0;SP.POP.TECH.RD.P6
AFE;2006;0.0;SP.POP.TECH.RD.P6
AFE;2007;0.0;SP.POP.TECH.RD.P6
AFE;2008;0.0;SP.POP.TECH.RD.P6
AFE;2009;0.0;SP.POP.TECH.RD.P6
AFE;2010;0.0;SP.POP.TECH.RD.P6
AFE;2011;0.0;SP.POP.TECH.RD.P6
AFE;2012;0.0;SP.POP.TECH.RD.P6
AFE;2013;0.0;SP.POP.TECH.RD.P6
AFE;2014;0.0;SP.POP.TECH.RD.P6
AFE;2015;0.0;SP.POP.TECH.RD.P6
AFE;2016;0.0;SP.POP.TECH.RD.P6
AFE;2017;0.0;SP.POP.TECH.RD.P6
AFE;2018;0.0;SP.POP.TECH.RD.P6
AFE;2019;0.0;SP.POP.TECH.RD.P6
AFE;2020;0.0;SP.POP.TECH.RD.P6
AFE;2021;0.0;SP.POP.TECH.RD.P6
AFE;1990;0.0;SP.POP.SCIE.RD.P6
AFE;1991;0.0;SP.POP.SCIE.RD.P6
AFE;1992;0.0;SP.POP.SCIE.RD.P6
AFE;1993;0.0;SP.POP.SCIE.RD.P6
AFE;1994;0.0;SP.POP.SCIE.RD.P6
AFE;1995;0.0;SP.POP.SCIE.RD.P6
AFE;1996;0.0;SP.POP.SCIE.RD.P6
AFE;1997;0.0;SP.POP.SCIE.RD.P6
AFE;1998;0.0;SP.POP.SCIE.RD.P6
AFE;1999;0.0;SP.POP.SCIE.RD.P6
AFE;2000;0.0;SP.POP.SCIE.RD.P6
AFE;2001;0.0;SP.POP.SCIE.RD.P6
AFE;2002;0.0;SP.POP.SCIE.RD.P6
AFE;2003;0.0;SP.POP.SCIE.RD.P6
AFE;2004;0.0;SP.POP.SCIE.RD.P6
AFE;2005;0.0;SP.POP.SCIE.RD.P6
AFE;2006;0.0;SP.POP.SCIE.RD.P6
AFE;2007;0.0;SP.POP.SCIE.RD.P6
AFE;2008;0.0;SP.POP.SCIE.RD.P6
AFE;2009;0.0;SP.POP.SCIE.RD.P6
AFE;2010;0.0;SP.POP.SCIE.RD.P6
AFE;2011;0.0;SP.POP.SCIE.RD.P6
AFE;2012;0.0;SP.POP.SCIE.RD.P6
AFE;2013;0.0;SP.POP.SCIE.RD.P6
AFE;2014;0.0;SP.POP.SCIE.RD.P6
AFE;2015;0.0;SP.POP.SCIE.RD.P6
AFE;2016;0.0;SP.POP.SCIE.RD.P6
AFE;2017;0.0;SP.POP.SCIE.RD.P6
AFE;2018;0.0;SP.POP.SCIE.RD.P6
AFE;2019;0.0;SP.POP.SCIE.RD.P6
AFE;2020;0.0;SP.POP.SCIE.RD.P6
AFE;2021;0.0;SP.POP.SCIE.RD.P6
AFE;1990;0.0;IP.PAT.RESD
AFE;1991;0.0;IP.PAT.RESD
AFE;1992;0.0;IP.PAT.RESD
AFE;1993;0.0;IP.PAT.RESD
AFE;1994;0.0;IP.PAT.RESD
AFE;1995;0.0;IP.PAT.RESD
AFE;1996;0.0;IP.PAT.RESD
AFE;1997;0.0;IP.PAT.RESD
AFE;1998;0.0;IP.PAT.RESD
AFE;1999;0.0;IP.PAT.RESD
AFE;2000;0.0;IP.PAT.RESD
AFE;2001;0.0;IP.PAT.RESD
AFE;2002;0.0;IP.PAT.RESD
AFE;2003;0.0;IP.PAT.RESD
AFE;2004;0.0;IP.PAT.RESD
AFE;2005;0.0;IP.PAT.RESD
AFE;2006;0.0;IP.PAT.RESD
AFE;2007;0.0;IP.PAT.RESD
AFE;2008;0.0;IP.PAT.RESD
AFE;2009;0.0;IP.PAT.RESD
AFE;2010;0.0;IP.PAT.RESD
AFE;2011;0.0;IP.PAT.RESD
AFE;2012;0.0;IP.PAT.RESD
AFE;2013;0.0;IP.PAT.RESD
AFE;2014;0.0;IP.PAT.RESD
AFE;2015;0.0;IP.PAT.RESD
AFE;2016;0.0;IP.PAT.RESD
AFE;2017;0.0;IP.PAT.RESD
AFE;2018;0.0;IP.PAT.RESD
AFE;2019;0.0;IP.PAT.RESD
AFE;2020;0.0;IP.PAT.RESD
AFE;2021;0.0;IP.PAT.RESD
AFE;1990;0.0;IP.PAT.NRES
AFE;1991;0.0;IP.PAT.NRES
AFE;1992;0.0;IP.PAT.NRES
AFE;1993;0.0;IP.PAT.NRES
AFE;1994;0.0;IP.PAT.NRES
AFE;1995;0.0;IP.PAT.NRES
AFE;1996;0.0;IP.PAT.NRES
AFE;1997;0.0;IP.PAT.NRES
AFE;1998;0.0;IP.PAT.NRES
AFE;1999;0.0;IP.PAT.NRES
AFE;2000;0.0;IP.PAT.NRES
AFE;2001;0.0;IP.PAT.NRES
AFE;2002;0.0;IP.PAT.NRES
AFE;2003;0.0;IP.PAT.NRES
AFE;2004;0.0;IP.PAT.NRES
AFE;2005;0.0;IP.PAT.NRES
AFE;2006;0.0;IP.PAT.NRES
AFE;2007;0.0;IP.PAT.NRES
AFE;2008;0.0;IP.PAT.NRES
AFE;2009;0.0;IP.PAT.NRES
AFE;2010;0.0;IP.PAT.NRES
AFE;2011;0.0;IP.PAT.NRES
AFE;2012;0.0;IP.PAT.NRES
AFE;2013;0.0;IP.PAT.NRES
AFE;2014;0.0;IP.PAT.NRES
AFE;2015;0.0;IP.PAT.NRES
AFE;2016;0.0;IP.PAT.NRES
AFE;2017;0.0;IP.PAT.NRES
AFE;2018;0.0;IP.PAT.NRES
AFE;2019;0.0;IP.PAT.NRES
AFE;2020;0.0;IP.PAT.NRES
AFE;2021;0.0;IP.PAT.NRES
AFE;1990;0.0;IP.JRN.ARTC.SC
AFE;1991;0.0;IP.JRN.ARTC.SC
AFE;1992;0.0;IP.JRN.ARTC.SC
AFE;1993;0.0;IP.JRN.ARTC.SC
AFE;1994;0.0;IP.JRN.ARTC.SC
AFE;1995;0.0;IP.JRN.ARTC.SC
AFE;1996;0.0;IP.JRN.ARTC.SC
AFE;1997;0.0;IP.JRN.ARTC.SC
AFE;1998;0.0;IP.JRN.ARTC.SC
AFE;1999;0.0;IP.JRN.ARTC.SC
AFE;2000;5408.82061484226;IP.JRN.ARTC.SC
AFE;2001;5683.46736142331;IP.JRN.ARTC.SC
AFE;2002;6063.52204909023;IP.JRN.ARTC.SC
AFE;2003;5977.06171605622;IP.JRN.ARTC.SC
AFE;2004;6621.65964478334;IP.JRN.ARTC.SC
AFE;2005;7093.49812220383;IP.JRN.ARTC.SC
AFE;2006;7916.75780936037;IP.JRN.ARTC.SC
